trial_id,scenario,path_len_m,obstacles_seen,grasp_attempts,doors_opened,avg_speed,room_type,task_duration_sec,reachable_object,success,action_count_total,move_actions,rotate_actions,open_actions,pickup_actions,put_actions,collision_count,cupboard_open_init,clutter_level,distractors_level,strategy_hint
31,S1_core,3.25,8,6,1,0.911051422842839,kitchen,3.5673068704055373,0,0,33,13,13,1,6,0,1,1,0.25,0.1,direct
32,S1_core,3.0,8,1,0,1.470148338536338,kitchen,2.040610407373425,1,0,19,12,4,0,1,2,2,1,0.25,0.1,detour
33,S1_core,6.0,5,6,0,1.4240132423399174,kitchen,4.213443963583435,0,0,48,24,18,0,6,0,2,0,0.25,0.1,detour
34,S1_core,5.0,4,1,1,1.4877680090690324,kitchen,3.3607390194716844,1,1,42,20,19,1,1,1,0,0,0.25,0.1,detour
35,S1_core,5.25,5,1,2,1.7689541285494332,kitchen,2.96785536451704,1,0,36,21,9,2,1,3,1,0,0.25,0.1,direct
36,S1_core,8.5,17,1,2,1.5112111411761802,kitchen,5.62462767008482,1,1,70,34,32,2,1,1,2,0,0.25,0.1,detour
37,S1_core,8.0,10,1,1,1.4633883440681346,kitchen,5.466764876478696,1,1,65,32,30,1,1,1,3,0,0.25,0.1,lost
38,S1_core,3.5,8,3,2,1.332775455771993,kitchen,2.626098781187916,1,1,32,14,12,2,3,1,0,0,0.25,0.1,direct
39,S1_core,4.75,6,1,1,2.1115828212677905,kitchen,2.2494973685891746,1,1,36,19,14,1,1,1,0,1,0.25,0.1,direct
40,S1_core,4.0,3,1,1,1.7210190833038834,kitchen,2.324204326846336,1,0,30,16,11,1,1,1,0,0,0.25,0.1,direct
41,S1_core,7.25,7,2,1,1.624767107642157,kitchen,4.462177973630396,1,1,48,29,15,1,2,1,0,0,0.25,0.1,cautious
42,S1_core,5.5,10,3,0,1.8429341516700688,kitchen,2.984371413930277,0,0,36,22,11,0,3,0,0,0,0.25,0.1,detour
43,S1_core,5.75,10,6,0,1.216345032769094,kitchen,4.727277084290569,0,0,56,23,27,0,6,0,0,0,0.25,0.1,detour
44,S1_core,6.0,5,2,0,1.950354854243638,kitchen,3.076363250997647,1,0,45,24,17,0,2,2,0,0,0.25,0.1,detour
45,S1_core,5.0,5,2,1,1.583979672309947,kitchen,3.1566061657271187,1,1,38,20,14,1,2,1,0,1,0.25,0.1,cautious
46,S1_core,4.5,4,1,1,1.9706097492501689,kitchen,2.283557158748597,1,1,37,18,14,1,1,3,1,0,0.25,0.1,detour
47,S1_core,2.75,7,1,1,1.2089101891648375,kitchen,2.27477609556737,1,1,25,11,11,1,1,1,0,1,0.25,0.1,direct
48,S1_core,7.0,7,1,0,0.528115075993685,kitchen,13.254686938881674,1,1,50,28,20,0,1,1,3,0,0.25,0.1,lost
49,S1_core,4.5,1,1,1,1.6519755383170105,kitchen,2.7240112796007154,1,1,36,18,15,1,1,1,1,0,0.25,0.1,cautious
50,S1_core,3.0,13,1,1,1.110750776703368,kitchen,2.700875896664951,1,0,31,12,13,1,1,4,0,0,0.25,0.1,detour
51,S1_core,3.75,6,5,1,1.3018749836023038,kitchen,2.880460910020488,0,0,32,15,11,1,5,0,1,0,0.25,0.1,cautious
52,S1_core,3.25,7,2,0,1.370523772263479,kitchen,2.371356167454494,1,1,25,13,9,0,2,1,1,0,0.25,0.1,direct
53,S1_core,4.75,10,3,1,1.3794910830322398,kitchen,3.4432988066578094,1,0,37,19,11,1,3,3,0,0,0.25,0.1,direct
54,S1_core,2.5,4,2,2,1.3822109209605744,kitchen,1.8086964602063864,1,1,28,10,13,2,2,1,0,0,0.25,0.1,direct
55,S1_core,3.25,8,2,1,1.3704382687162942,kitchen,2.371504119659701,1,1,23,13,5,1,2,2,2,1,0.25,0.1,direct
56,S1_core,4.0,5,3,1,1.6036713407632557,kitchen,2.494276662758237,1,1,37,16,15,1,3,2,0,1,0.25,0.1,direct
57,S1_core,5.0,3,3,1,1.463585502524709,kitchen,3.416267783040292,0,0,34,20,10,1,3,0,1,0,0.25,0.1,direct
58,S1_core,5.0,5,1,0,1.846539936871716,kitchen,2.7077670513158054,1,1,38,20,16,0,1,1,0,0,0.25,0.1,lost
59,S1_core,5.0,6,1,1,1.7127152887755872,kitchen,2.9193410211071797,1,0,42,20,19,1,1,1,0,0,0.25,0.1,direct
60,S1_core,6.25,5,2,0,1.9138089717684617,kitchen,3.265738687714828,1,0,46,25,18,0,2,1,0,0,0.25,0.1,direct
61,S1_core,2.25,1,2,1,0.9721980949277056,kitchen,2.314343148519864,1,1,27,9,14,1,2,1,0,1,0.25,0.1,cautious
62,S1_core,7.25,9,6,1,1.4532969584262154,kitchen,4.988656969220572,0,0,60,29,24,1,6,0,1,0,0.25,0.1,direct
63,S1_core,4.75,6,1,0,1.6743383285765665,kitchen,2.83694156606819,1,1,36,19,15,0,1,1,1,1,0.25,0.1,detour
64,S1_core,6.25,5,3,1,1.7451959192136888,kitchen,3.581259806529908,0,0,46,25,17,1,3,0,1,0,0.25,0.1,detour
65,S1_core,6.0,7,1,2,1.450611983331801,kitchen,4.136185326567518,1,0,53,24,22,2,1,4,0,0,0.25,0.1,direct
66,S1_core,4.0,4,2,1,1.6382618644563882,kitchen,2.4416121053561173,1,1,32,16,11,1,2,2,1,1,0.25,0.1,cautious
67,S1_core,3.75,4,1,0,2.608136124861108,kitchen,1.4378083890079552,1,1,28,15,11,0,1,1,0,0,0.25,0.1,direct
68,S1_core,5.5,7,6,1,1.248471034258354,kitchen,4.405388550537929,0,0,49,22,20,1,6,0,3,1,0.25,0.1,lost
69,S1_core,4.75,8,5,1,1.441340707566827,kitchen,3.2955428061270995,0,0,38,19,13,1,5,0,0,0,0.25,0.1,detour
70,S1_core,4.5,9,2,1,1.3792824605336318,kitchen,3.262565956402426,1,1,39,18,16,1,2,2,2,0,0.25,0.1,direct
71,S2_sink,5.25,1,2,2,0.4068915532368264,kitchen,12.902700875051837,1,1,48,21,20,2,2,3,7,0,0.2,0.1,direct
72,S2_sink,4.5,7,3,1,1.4469069153391938,kitchen,3.1100825853369285,1,1,38,18,15,1,3,1,2,0,0.2,0.1,lost
73,S2_sink,2.75,7,2,1,1.4291877403483038,kitchen,1.9241698780104315,1,1,22,11,7,1,2,1,0,0,0.2,0.1,detour
74,S2_sink,3.0,2,4,1,1.598368007702765,kitchen,1.8769144436966765,0,0,25,12,8,1,4,0,2,0,0.2,0.1,detour
75,S2_sink,3.75,6,1,0,2.0491232413510554,kitchen,1.8300509819641204,1,1,21,15,4,0,1,1,0,0,0.2,0.1,direct
76,S2_sink,2.75,7,1,1,1.903162191639868,kitchen,1.44496355175617,1,0,24,11,10,1,1,1,0,1,0.2,0.1,detour
77,S2_sink,9.25,12,1,1,1.4729091508775711,kitchen,6.280088622226819,1,0,77,37,34,1,1,4,1,0,0.2,0.1,direct
78,S2_sink,3.5,7,3,1,1.4682021859922914,kitchen,2.3838678578417376,1,0,30,14,10,1,3,2,0,0,0.2,0.1,direct
79,S2_sink,3.0,5,1,0,1.6143663479014505,kitchen,1.8583142567978852,1,1,21,12,6,0,1,2,0,1,0.2,0.1,detour
80,S2_sink,4.5,7,1,1,1.9440243667301955,kitchen,2.314785800534433,1,1,33,18,12,1,1,1,0,1,0.2,0.1,detour
81,S2_sink,2.5,9,2,1,1.1669995588820885,kitchen,2.1422458825904283,1,1,30,10,16,1,2,1,0,1,0.2,0.1,detour
82,S2_sink,6.0,11,2,1,1.537774025405502,kitchen,3.90174362479418,1,0,53,24,25,1,2,1,1,0,0.2,0.1,direct
83,S2_sink,3.0,3,1,1,2.447768824390116,kitchen,1.2256059355390627,1,1,20,12,5,1,1,1,0,0,0.2,0.1,direct
84,S2_sink,3.75,6,1,1,1.4098084645721152,kitchen,2.659935795702678,1,1,35,15,17,1,1,1,0,0,0.2,0.1,direct
85,S2_sink,3.25,7,1,1,1.2532620637640104,kitchen,2.593232568006603,1,1,29,13,13,1,1,1,0,0,0.2,0.1,direct
86,S2_sink,4.25,2,3,1,1.694833749696165,kitchen,2.507620585654436,0,0,33,17,12,1,3,0,0,0,0.2,0.1,detour
87,S2_sink,2.75,5,1,1,1.3732904426385757,kitchen,2.002489724399654,1,0,25,11,8,1,1,4,0,0,0.2,0.1,direct
88,S2_sink,3.5,9,3,1,1.0243741074329868,kitchen,3.416720487762783,1,0,35,14,14,1,3,3,0,0,0.2,0.1,lost
89,S2_sink,3.25,3,4,1,1.2166324613044126,kitchen,2.67130797785513,1,0,37,13,16,1,4,3,0,0,0.2,0.1,cautious
90,S2_sink,4.25,8,5,1,1.2035100297752592,kitchen,3.531337417099578,0,0,37,17,14,1,5,0,2,0,0.2,0.1,direct
91,S2_sink,4.0,9,3,1,1.622300471416401,kitchen,2.465634492793849,1,1,30,16,9,1,3,1,1,0,0.2,0.1,direct
92,S2_sink,7.25,3,4,0,1.6887298674658466,kitchen,4.293167391466549,1,1,56,29,22,0,4,1,2,0,0.2,0.1,direct
93,S2_sink,5.75,6,1,1,1.7591751313799484,kitchen,3.268577356189393,1,0,45,23,19,1,1,1,1,1,0.2,0.1,direct
94,S2_sink,5.75,7,1,1,1.9696632886134704,kitchen,2.9192806878416606,1,0,52,23,26,1,1,1,0,0,0.2,0.1,cautious
95,S2_sink,2.25,3,1,1,2.154761274245423,kitchen,1.0441992005763745,1,0,14,9,2,1,1,1,0,1,0.2,0.1,direct
96,S2_sink,4.5,5,2,1,1.6464411687580074,kitchen,2.7331678078692447,1,1,41,18,18,1,2,2,1,0,0.2,0.1,direct
97,S2_sink,6.25,3,2,1,1.6964414781070072,kitchen,3.6841824965127183,1,1,53,25,24,1,2,1,0,0,0.2,0.1,direct
98,S2_sink,3.25,5,1,1,1.3054474081906484,kitchen,2.4895679286724417,1,1,33,13,17,1,1,1,1,0,0.2,0.1,detour
99,S2_sink,3.0,3,1,1,1.4738425258252326,kitchen,2.0354956160056807,1,0,26,12,8,1,1,4,0,0,0.2,0.1,direct
100,S2_sink,3.25,5,2,1,1.5185933097181517,kitchen,2.140138494751564,1,1,29,13,12,1,2,1,1,0,0.2,0.1,lost
101,S2_sink,1.25,3,2,1,0.9330101368726446,kitchen,1.3397496453681343,1,1,21,5,12,1,2,1,0,0,0.2,0.1,direct
102,S2_sink,3.75,8,1,0,1.7466892725327516,kitchen,2.146918778840605,1,1,27,15,10,0,1,1,1,1,0.2,0.1,detour
103,S2_sink,4.5,9,2,0,1.5534356424005265,kitchen,2.896804912398008,1,1,41,18,20,0,2,1,0,0,0.2,0.1,cautious
104,S2_sink,4.5,8,2,0,1.4783264268095095,kitchen,3.043982653893158,1,1,37,18,16,0,2,1,1,0,0.2,0.1,cautious
105,S2_sink,7.25,9,6,1,1.4230739144637663,kitchen,5.094605365408514,0,0,61,29,25,1,6,0,0,0,0.2,0.1,detour
106,S2_sink,3.25,2,3,0,1.5909723489406578,kitchen,2.042775917610384,1,0,29,13,10,0,3,3,0,0,0.2,0.1,lost
107,S2_sink,6.0,6,5,2,1.745531834969941,kitchen,3.437347792687679,0,0,48,24,17,2,5,0,0,0,0.2,0.1,detour
108,S2_sink,4.5,10,3,1,2.12882873690371,kitchen,2.1138384323696497,1,1,32,18,9,1,3,1,1,0,0.2,0.1,lost
109,S2_sink,3.0,2,6,0,1.080470283999838,kitchen,2.776568726068222,0,0,34,12,16,0,6,0,0,0,0.2,0.1,direct
110,S2_sink,3.75,5,6,1,1.3868525222301191,kitchen,2.703964509485,0,0,36,15,14,1,6,0,0,0,0.2,0.1,detour
111,S2_sink,3.25,6,3,1,1.6655868404376653,kitchen,1.9512642157679387,1,0,23,13,5,1,3,1,0,0,0.2,0.1,detour
112,S2_sink,5.0,8,1,2,1.7688222571346106,kitchen,2.8267396454518328,1,0,37,20,13,2,1,1,1,0,0.2,0.1,direct
113,S2_sink,2.0,5,1,1,1.2809159529127747,kitchen,1.5613826929487793,1,1,19,8,8,1,1,1,1,1,0.2,0.1,direct
114,S2_sink,3.25,5,1,1,1.572853142089791,kitchen,2.0663086165068445,1,1,30,13,13,1,1,2,0,0,0.2,0.1,cautious
115,S2_sink,3.0,3,1,0,1.2607976149033735,kitchen,2.379446125641598,1,1,26,12,11,0,1,2,1,0,0.2,0.1,direct
116,S2_sink,5.25,14,2,1,1.3869177391700585,kitchen,3.7853723056002138,1,1,47,21,22,1,2,1,0,0,0.2,0.1,direct
117,S2_sink,4.75,4,4,0,1.6516920828561434,kitchen,2.875838692515976,0,0,33,19,10,0,4,0,1,0,0.2,0.1,detour
118,S2_sink,2.75,6,2,1,1.1353241731519372,kitchen,2.422215667587988,1,0,25,11,10,1,2,1,1,0,0.2,0.1,direct
119,S2_sink,2.75,8,1,0,0.1810114744888832,kitchen,15.192407043614743,1,1,25,11,12,0,1,1,6,0,0.2,0.1,direct
120,S2_sink,6.5,7,1,1,1.7086708171653475,kitchen,3.8041265378332954,1,1,47,26,18,1,1,1,1,0,0.2,0.1,direct
121,S2_sink,5.0,8,2,3,1.6133429890898314,kitchen,3.099155005359867,0,0,39,20,14,3,2,0,0,0,0.2,0.1,direct
122,S2_sink,4.75,11,3,1,1.4439887097745714,kitchen,3.2894994038710643,0,0,40,19,17,1,3,0,1,0,0.2,0.1,direct
123,S2_sink,5.75,11,2,1,1.343335833840008,kitchen,4.280389054733448,1,0,53,23,26,1,2,1,0,0,0.2,0.1,direct
124,S2_sink,6.0,1,2,2,1.7029474527912565,kitchen,3.523303076771722,1,1,53,24,23,2,2,2,1,0,0.2,0.1,detour
125,S2_sink,5.25,10,5,1,1.1247639084498502,kitchen,4.667646214960392,0,0,50,21,23,1,5,0,3,0,0.2,0.1,direct
126,S2_sink,7.25,8,1,2,1.4296264600384996,kitchen,5.071254766650555,1,1,64,29,31,2,1,1,0,0,0.2,0.1,direct
127,S2_sink,3.25,3,1,1,1.870004202186612,kitchen,1.737964008957706,1,1,21,13,5,1,1,1,0,1,0.2,0.1,lost
128,S2_sink,3.25,5,1,1,1.4644185214444234,kitchen,2.219310909011432,1,1,28,13,12,1,1,1,1,0,0.2,0.1,detour
129,S2_sink,6.0,16,1,2,1.2199747735481423,kitchen,4.918134481215343,1,0,48,24,20,2,1,1,3,0,0.2,0.1,direct
130,S2_sink,3.0,5,1,1,1.557673444396677,kitchen,1.9259492487284255,1,1,25,12,9,1,1,2,0,0,0.2,0.1,direct
131,S2_sink,6.5,7,2,1,1.35981164384152,kitchen,4.780073791423973,1,1,63,26,33,1,2,1,0,0,0.2,0.1,lost
132,S2_sink,3.75,9,1,1,1.244701816364535,kitchen,3.0127697659772195,1,0,37,15,18,1,1,2,0,1,0.2,0.1,detour
133,S2_sink,4.5,8,3,1,1.0188321015870112,kitchen,4.416821960154627,1,1,46,18,22,1,3,2,3,0,0.2,0.1,lost
134,S2_sink,4.25,1,2,1,1.94171235332698,kitchen,2.188789700347707,1,1,29,17,8,1,2,1,1,0,0.2,0.1,detour
135,S2_sink,3.5,5,4,1,1.215073939115196,kitchen,2.8804831437242933,1,1,38,14,18,1,4,1,0,0,0.2,0.1,detour
136,S2_sink,3.75,6,6,2,1.108077688992022,kitchen,3.3842392435599336,0,0,37,15,14,2,6,0,1,0,0.2,0.1,detour
137,S2_sink,3.75,5,6,1,1.1849940920437376,kitchen,3.164572739373277,0,0,35,15,13,1,6,0,0,1,0.2,0.1,lost
138,S2_sink,2.25,3,3,1,1.1179753293812322,kitchen,2.012566772153471,1,1,19,9,5,1,3,1,0,1,0.2,0.1,lost
139,S2_sink,3.75,6,1,1,1.564576970839082,kitchen,2.396814007807412,1,1,29,15,10,1,1,2,2,0,0.2,0.1,detour
140,S2_sink,5.0,5,1,1,1.9868214068295764,kitchen,2.51658250852986,1,1,40,20,16,1,1,2,0,1,0.2,0.1,direct
141,S3_fridge,5.75,5,6,2,1.693783625677817,kitchen,3.394766552722441,0,0,40,23,9,2,6,0,1,0,0.22,0.1,detour
142,S3_fridge,4.75,6,6,1,1.204226339641684,kitchen,3.9444412097923016,0,0,41,19,15,1,6,0,1,1,0.22,0.1,cautious
143,S3_fridge,5.75,10,1,1,1.8427990273041328,kitchen,3.1202534377347644,1,0,37,23,11,1,1,1,1,0,0.22,0.1,detour
144,S3_fridge,5.5,2,2,1,1.8823577070751696,kitchen,2.921867602171092,1,1,45,22,18,1,2,2,0,0,0.22,0.1,lost
145,S3_fridge,6.25,6,5,1,1.3556059597655203,kitchen,4.610484304068024,0,0,52,25,21,1,5,0,1,0,0.22,0.1,cautious
146,S3_fridge,4.25,7,1,1,1.4987564229053487,kitchen,2.8356842613300355,1,1,31,17,11,1,1,1,1,1,0.22,0.1,detour
147,S3_fridge,3.75,7,1,1,1.699054215624502,kitchen,2.207110264943285,1,1,32,15,14,1,1,1,0,0,0.22,0.1,direct
148,S3_fridge,5.5,3,2,2,1.7812535745062212,kitchen,3.08771310200719,1,0,46,22,19,2,2,1,1,0,0.22,0.1,direct
149,S3_fridge,4.75,3,1,2,1.9238916546918408,kitchen,2.4689540018618303,1,0,40,19,16,2,1,2,0,0,0.22,0.1,direct
150,S3_fridge,2.75,3,1,1,1.1994040757895623,kitchen,2.292805281814377,1,1,27,11,11,1,1,3,0,0,0.22,0.1,detour
151,S3_fridge,6.25,4,4,1,2.097322714417364,kitchen,2.979989658737973,0,0,39,25,9,1,4,0,0,0,0.22,0.1,detour
152,S3_fridge,3.75,9,2,0,1.1757185099985303,kitchen,3.189538965415019,1,1,36,15,18,0,2,1,2,0,0.22,0.1,direct
153,S3_fridge,6.75,6,1,1,1.653068124435416,kitchen,4.083316289403,1,1,56,27,25,1,1,2,2,0,0.22,0.1,direct
154,S3_fridge,3.5,1,4,1,1.4224222404690414,kitchen,2.460591447758776,0,0,44,14,25,1,4,0,0,0,0.22,0.1,direct
155,S3_fridge,4.75,10,2,1,1.4709035748279102,kitchen,3.229307536733488,1,1,39,19,15,1,2,2,1,0,0.22,0.1,direct
156,S3_fridge,4.25,3,5,1,1.6600667498071024,kitchen,2.560138018844028,0,0,35,17,12,1,5,0,0,0,0.22,0.1,detour
157,S3_fridge,10.25,9,4,2,2.0074032783256244,kitchen,5.106099063736474,1,1,74,41,26,2,4,1,0,0,0.22,0.1,lost
158,S3_fridge,4.75,6,4,0,1.352291667584247,kitchen,3.512555844173371,0,0,38,19,15,0,4,0,1,0,0.22,0.1,direct
159,S3_fridge,4.5,10,4,2,1.2882565113376852,kitchen,3.493093153728632,0,0,38,18,14,2,4,0,1,1,0.22,0.1,direct
160,S3_fridge,2.75,4,1,2,1.845164981005667,kitchen,1.4903816343301577,1,1,22,11,7,2,1,1,1,1,0.22,0.1,direct
161,S3_fridge,5.25,12,3,0,1.6144276517515892,kitchen,3.251926460937386,1,0,39,21,14,0,3,1,0,0,0.22,0.1,direct
162,S3_fridge,3.75,5,1,1,1.9877289899419863,kitchen,1.8865750909581729,1,1,28,15,10,1,1,1,0,0,0.22,0.1,direct
163,S3_fridge,2.0,1,1,1,0.8548205983103733,kitchen,2.3396722118689848,1,1,22,8,9,1,1,3,0,1,0.22,0.1,lost
164,S3_fridge,6.0,11,6,2,0.2989611506428303,kitchen,20.069497281164185,0,0,51,24,19,2,6,0,5,0,0.22,0.1,lost
165,S3_fridge,5.5,8,6,0,1.8492860344714728,kitchen,2.974120767408435,0,0,37,22,9,0,6,0,0,1,0.22,0.1,direct
166,S3_fridge,3.75,2,1,1,2.022082287713764,kitchen,1.8545239344536664,1,1,34,15,15,1,1,2,0,0,0.22,0.1,detour
167,S3_fridge,3.0,4,1,1,1.643426035379688,kitchen,1.8254548336316805,1,1,26,12,11,1,1,1,1,0,0.22,0.1,direct
168,S3_fridge,5.25,7,1,1,1.5505160784279284,kitchen,3.3859694027313707,1,1,40,21,16,1,1,1,3,1,0.22,0.1,direct
169,S3_fridge,5.0,6,4,1,1.562471342210959,kitchen,3.200058692228429,0,0,41,20,16,1,4,0,0,0,0.22,0.1,direct
170,S3_fridge,3.0,1,6,1,1.38778205290123,kitchen,2.161722724204673,0,0,25,12,6,1,6,0,0,1,0.22,0.1,lost
171,S3_fridge,7.25,11,1,0,1.5219497476799069,kitchen,4.763626401628607,1,1,55,29,24,0,1,1,3,1,0.22,0.1,detour
172,S3_fridge,4.25,7,2,1,1.352002115462748,kitchen,3.1434862056745807,1,1,35,17,14,1,2,1,3,1,0.22,0.1,direct
173,S3_fridge,7.0,8,2,2,1.7310333740568222,kitchen,4.043827291206357,1,1,53,28,20,2,2,1,0,1,0.22,0.1,detour
174,S3_fridge,5.75,10,3,2,1.2897689548111675,kitchen,4.458162819434466,1,0,53,23,21,2,3,4,1,0,0.22,0.1,cautious
175,S3_fridge,3.25,3,6,1,1.266041591719282,kitchen,2.5670562651788607,0,0,32,13,12,1,6,0,0,1,0.22,0.1,detour
176,S3_fridge,3.5,8,2,1,1.2871770640254332,kitchen,2.71912862481742,1,1,25,14,7,1,2,1,2,0,0.22,0.1,direct
177,S3_fridge,3.75,9,4,1,1.1030779690187689,kitchen,3.399578366464677,1,1,35,15,14,1,4,1,0,0,0.22,0.1,direct
178,S3_fridge,6.0,10,2,1,1.6473081562012095,kitchen,3.642305768603949,1,1,41,24,13,1,2,1,1,0,0.22,0.1,direct
179,S3_fridge,5.5,9,1,0,2.2071187655722606,kitchen,2.4919365852856417,0,0,41,22,18,0,1,0,0,0,0.22,0.1,detour
180,S3_fridge,5.0,8,1,0,1.8887214253176257,kitchen,2.647293525120652,1,0,34,20,12,0,1,1,2,0,0.22,0.1,direct
181,S3_fridge,3.25,3,1,0,1.6981978214967943,kitchen,1.9137935279739344,1,1,30,13,15,0,1,1,0,0,0.22,0.1,detour
182,S3_fridge,5.0,9,4,0,1.3625359735390623,kitchen,3.669627882934319,1,1,50,20,24,0,4,2,0,0,0.22,0.1,detour
183,S3_fridge,4.25,6,3,1,1.2633773203222396,kitchen,3.3639989666080017,1,1,39,17,15,1,3,3,0,0,0.22,0.1,lost
184,S3_fridge,4.75,7,1,1,1.7582402005166118,kitchen,2.701564893468105,1,1,38,19,16,1,1,1,0,0,0.22,0.1,detour
185,S3_fridge,4.25,6,2,2,1.570950201874093,kitchen,2.705369014835662,1,0,35,17,11,2,2,3,1,0,0.22,0.1,cautious
186,S3_fridge,3.25,5,6,0,1.478586616286305,kitchen,2.1980450547854065,1,1,28,13,8,0,6,1,0,1,0.22,0.1,detour
187,S3_fridge,5.25,5,6,0,1.3672427721807507,kitchen,3.8398447640913513,0,0,45,21,18,0,6,0,0,0,0.22,0.1,detour
188,S3_fridge,6.25,8,1,1,1.5993887382471124,kitchen,3.907742908612596,1,1,48,25,20,1,1,1,0,0,0.22,0.1,cautious
189,S3_fridge,4.0,2,1,1,2.135953015226288,kitchen,1.872700369102562,1,1,27,16,8,1,1,1,1,1,0.22,0.1,detour
190,S3_fridge,4.5,4,2,0,1.870492609064695,kitchen,2.4057833632660763,1,1,40,18,19,0,2,1,0,0,0.22,0.1,direct
191,S3_fridge,3.0,8,3,0,1.2815632117191802,kitchen,2.3408911652321747,1,0,24,12,8,0,3,1,0,0,0.22,0.1,cautious
192,S3_fridge,5.75,6,2,1,1.7897643033208164,kitchen,3.2127135340285693,1,1,43,23,16,1,2,1,0,0,0.22,0.1,lost
193,S3_fridge,3.75,4,1,0,2.6404039426288466,kitchen,1.4202372369836769,1,1,28,15,10,0,1,2,0,0,0.22,0.1,direct
