scene,scenario,seed,pipeline_version,scene_policy_version,path_len_m,obstacles_seen,grasp_attempts,doors_opened,avg_speed,room_type,task_duration_sec,reachable_object,placed,success,mw_counter_defined,success_defined,used_fallback,success_rule_name,mw_topology,target_counter_ids,mug_final_counter_ids,matched_target_counter_id,policy_anchor_x,policy_anchor_z,target_center_x,target_center_z,target_zone_radius_m,dist_to_target_center_m,on_target_surface,inside_target_zone,held_after_put,action_count_total,move_actions,rotate_actions,open_actions,pickup_actions,put_actions,collision_count,scene_profile_note,success_rule_note
FloorPlan1_physics,S1_core,10,v11.1,scene_profiled_v11_1,3.5,2,1,1,0.586554579,kitchen,5.967049147,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.8473715,1,0,0,32,25,4,1,1,1,11,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,11,v11.1,scene_profiled_v11_1,5.25,3,1,0,0.946389773,kitchen,5.547397225,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,30,21,7,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,12,v11.1,scene_profiled_v11_1,9.25,5,1,0,1.132758292,kitchen,8.165908,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,47,37,8,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,13,v11.1,scene_profiled_v11_1,2.75,4,1,0,0.802495355,kitchen,3.426811113,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,17,11,4,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,14,v11.1,scene_profiled_v11_1,8.25,4,1,1,1.061202946,kitchen,7.774196282,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,44,33,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,15,v11.1,scene_profiled_v11_1,5.5,4,1,1,0.916034736,kitchen,6.004139125,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,33,22,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,16,v11.1,scene_profiled_v11_1,8,5,1,0,1.115779006,kitchen,7.169878584,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,42,32,8,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,17,v11.1,scene_profiled_v11_1,7,5,1,1,0.908446999,kitchen,7.705457787,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,43,28,12,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,18,v11.1,scene_profiled_v11_1,5,3,1,1,1.014020987,kitchen,4.930864416,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,25,20,2,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,19,v11.1,scene_profiled_v11_1,3.5,3,1,0,0.900137809,kitchen,3.888293507,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,20,14,4,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,20,v11.1,scene_profiled_v11_1,6.75,3,1,0,1.032034083,kitchen,6.540481668,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371323,1,0,0,36,27,7,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,21,v11.1,scene_profiled_v11_1,12.25,5,1,0,1.189776097,kitchen,10.29605489,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,62,49,11,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,22,v11.1,scene_profiled_v11_1,9,5,1,1,1.16552,kitchen,7.721875212,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,46,36,7,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,23,v11.1,scene_profiled_v11_1,2.75,4,1,1,0.759341188,kitchen,3.62156043,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,18,11,4,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,24,v11.1,scene_profiled_v11_1,11.25,5,1,1,1.146213241,kitchen,9.814927619,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,59,45,11,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,25,v11.1,scene_profiled_v11_1,10.75,5,1,1,1.180414898,kitchen,9.106967405,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,57,43,11,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,26,v11.1,scene_profiled_v11_1,2.5,4,1,0,0.5534714,kitchen,4.516945228,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,23,10,11,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,27,v11.1,scene_profiled_v11_1,8,4,1,1,1.126997195,kitchen,7.098509241,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,40,32,5,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,28,v11.1,scene_profiled_v11_1,6.25,4,1,0,0.960837389,kitchen,6.504742711,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,37,25,10,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S1_core,29,v11.1,scene_profiled_v11_1,7.25,3,1,0,0.922540067,kitchen,7.858737262,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,44,34,8,0,1,1,5,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10000,v11.1,scene_profiled_v11_1,4.5,4,1,0,0.927115734,kitchen,4.853762952,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,27,18,7,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10001,v11.1,scene_profiled_v11_1,1,4,1,0,0.456840024,kitchen,2.188950063,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,9,4,3,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10002,v11.1,scene_profiled_v11_1,1.25,4,1,0,0.45648053,kitchen,2.73834242,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,12,5,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10003,v11.1,scene_profiled_v11_1,1.5,2,1,0,0.601515808,kitchen,2.493700051,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,11,6,3,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10004,v11.1,scene_profiled_v11_1,7.25,5,1,0,1.077145192,kitchen,6.730754641,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,39,29,8,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10005,v11.1,scene_profiled_v11_1,1.25,2,1,1,0.531249813,kitchen,2.352942006,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,10,5,2,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10006,v11.1,scene_profiled_v11_1,1.75,2,1,0,0.687100875,kitchen,2.546933157,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,11,7,2,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10007,v11.1,scene_profiled_v11_1,3.75,3,1,0,0.851020136,kitchen,4.406476231,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,23,15,6,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10008,v11.1,scene_profiled_v11_1,0.5,2,1,1,0.115163814,kitchen,4.34164156,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.8473715,1,0,0,22,13,6,1,1,1,11,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10009,v11.1,scene_profiled_v11_1,4.5,4,1,1,0.863246632,kitchen,5.212878722,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,18,7,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10010,v11.1,scene_profiled_v11_1,4.5,4,1,1,0.890884043,kitchen,5.051162424,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,18,7,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10011,v11.1,scene_profiled_v11_1,14.75,5,1,0,1.167481843,kitchen,12.63402946,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,76,59,15,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10012,v11.1,scene_profiled_v11_1,4.25,3,1,0,0.905359009,kitchen,4.694270404,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,24,17,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
